% # columns="iteration, evaluation, sigma, axis ratio, bestever, best, median, worst objective function value, further objective values of best", seed=465010, Tue Jun 28 16:16:18 2022, <python>{}</python>
1 6 0.3634076990095922 1.0000250003125026 3.7800558703914997 3.7800558703914997e+00 131.30866309161507 2688.0328127381267   
2 12 0.31420501382188754 1.2819039398228511 3.7800558703914997 1.0102216968957451e+01 34.424976812811515 86.96883382743266   
3 18 0.26158445091630866 1.3885567744728458 2.8268142820983955 2.8268142820983955e+00 21.387828619124367 112.62730143327849   
4 24 0.19695676140291027 1.4498844235521267 0.07476747674910994 7.4767476749109940e-02 11.542890769831063 29.704919579636087   
5 30 0.16208339401640537 1.7839304738853745 0.007823593724884887 7.8235937248848867e-03 3.7779178445557338 9.341901536578945   
6 36 0.16511523922668972 2.1683479109120274 0.007823593724884887 1.5102656392342750e-01 2.522817539932257 6.815819514836368   
7 42 0.125689561352654 2.8798945556374167 0.007823593724884887 8.2420143498409832e-03 0.38303410910399355 5.902660932609539   
8 48 0.10757180413319414 3.515663571276651 0.007823593724884887 4.0032442856804316e-02 0.9734036669348582 2.015053786351703   
9 54 0.1043007490753162 4.304504848121377 0.004540292957705418 4.5402929577054180e-03 0.11018488457956424 0.8381529570514159   
10 60 0.1110013337167511 5.7100295505337915 0.002841298477986103 2.8412984779861029e-03 0.02425208365971782 0.0972433959334082   
11 66 0.10077096012962276 7.686519666542983 0.001652940948748095 1.6529409487480949e-03 0.13881195688043046 0.468033080898206   
12 72 0.10270673812594895 8.9961692109632 0.001652940948748095 2.8046696922803633e-03 0.06696065821525506 0.9374963141422715   
13 78 0.08306079103651924 12.416447261334234 0.001652940948748095 5.9544139243520432e-03 0.032954401121341445 0.3420931469801421   
14 84 0.07074674827279827 16.397781821247246 0.0010275586011044247 1.0275586011044247e-03 0.00839190387727487 0.053065727063402415   
15 90 0.05507198542707768 17.215909030287218 0.0003782076025366277 3.7820760253662772e-04 0.01473879766662398 0.08917374189329301   
